INVISION,2016-05-11 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-05-11 14:41:53.53,2016-05-18 00:00:00.0,,0.0000,0.0000,1,0,Des Moines,16,,2,12481,003-Demo Complete/Evaluating,1,Open,0
PCS Structural Solutions,,,0.0000,0,100,0.0000,2016-05-11 11:54:51.81,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
"Geocon Consultants, Inc.",2016-05-11 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-05-11 11:27:53.59,,,0.0000,0.0000,1,0,Livermore,8,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Cunningham | Quill Architects,2016-05-11 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-05-11 10:54:59.943,,,0.0000,0.0000,1,0,Washington,11,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
"Parkhill, Smith & Cooper, Inc.",,,0.0000,0,100,0.0000,2016-05-11 10:43:14.563,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
Obermiller Nelson Engineering,2016-05-11 00:00:00.0,2016-05-31 00:00:00.0,4500.0000,0,100,0.0000,2016-05-11 10:18:42.347,2016-05-13 00:00:00.0,,0.0000,0.0000,1,0,Fargo,32,,2,12481,003-Demo Complete/Evaluating,1,Open,0
The Solis Group,2016-05-10 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,0,100,0.0000,2016-05-10 15:37:39.797,2016-05-13 00:00:00.0,2016-06-08 00:00:00.0,0.0000,0.0000,1,0,,8,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Sambatek,2016-05-13 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-05-10 14:50:18.547,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
"Harmsen, Inc.",2016-05-10 00:00:00.0,2016-05-31 00:00:00.0,5000.0000,0,100,0.0000,2016-05-10 13:11:37.623,2016-05-13 00:00:00.0,2016-05-18 00:00:00.0,0.0000,0.0000,1,0,Monroe,52,,2,12481,003-Demo Complete/Evaluating,1,Open,0
180 Degrees,2016-05-10 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-05-10 12:29:49.747,2016-05-18 00:00:00.0,,0.0000,0.0000,1,0,Phoenix,7,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
"Peoples Associates Structural Engineers, Inc",2016-05-06 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,0,100,0.0000,2016-05-09 13:32:56.35,2016-05-11 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Faber Construction,2016-05-09 00:00:00.0,2016-05-31 00:00:00.0,8860.0000,0,100,0.0000,2016-05-09 11:30:36.71,2016-05-12 00:00:00.0,,0.0000,0.0000,1,0,Lynden,52,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Keystruct Construction,2016-05-09 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-05-09 09:24:47.08,2016-05-17 00:00:00.0,,0.0000,0.0000,1,0,York,42,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Dustin Construction,2016-05-06 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-05-06 15:18:05.53,2016-05-12 00:00:00.0,,0.0000,0.0000,1,0,Waldorf,24,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Magnusson Architectue & Planning PC,2016-05-13 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-05-06 14:02:07.773,2016-05-18 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Mavo Systems,2016-04-27 00:00:00.0,2016-05-31 00:00:00.0,8000.0000,0,100,0.0000,2016-05-04 17:50:51.99,2016-04-28 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Geeding Construction,2016-05-04 00:00:00.0,2016-05-31 00:00:00.0,5000.0000,0,100,0.0000,2016-05-04 10:18:00.883,2016-05-05 00:00:00.0,,0.0000,0.0000,1,0,Troy,28,,2,12481,003-Demo Complete/Evaluating,1,Open,0
CJL Engineering,2016-05-03 00:00:00.0,2016-07-31 00:00:00.0,7000.0000,0,100,0.0000,2016-05-03 14:55:31.557,2016-05-09 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
OLYMPIQUE Facade Access Consulting,2016-05-06 00:00:00.0,,0.0000,0,100,0.0000,2016-05-03 13:30:02.59,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
RDG Planning & Design,2016-05-03 00:00:00.0,2016-06-30 00:00:00.0,26200.0000,0,100,0.0000,2016-05-03 12:25:22.647,2016-05-13 00:00:00.0,,0.0000,0.0000,1,1,Omaha,33,68102,2,12481,003-Demo Complete/Evaluating,1,Open,0
The Rush Companies,2016-05-03 00:00:00.0,2016-05-31 00:00:00.0,7460.0000,0,100,0.0000,2016-05-03 11:13:09.9,2016-05-10 00:00:00.0,,0.0000,0.0000,1,0,Gig Harbor,52,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Johnson Carlier Upsell,2016-05-12 00:00:00.0,2016-05-31 00:00:00.0,1500.0000,0,100,0.0000,2016-05-03 10:05:09.28,2016-05-11 00:00:00.0,,0.0000,0.0000,1,1,Tempe,7,85281,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Gallant Building Solutions,2016-05-03 00:00:00.0,2016-05-31 00:00:00.0,5000.0000,0,100,0.0000,2016-05-03 09:47:21.223,2016-05-10 00:00:00.0,,0.0000,0.0000,1,0,Crystal Lake,18,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
"Straub Construction Co., Inc.",2016-05-02 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,0,100,0.0000,2016-05-02 14:22:43.453,2016-05-12 00:00:00.0,,0.0000,0.0000,1,0,Kansas City,28,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Palace Construction,2016-05-06 00:00:00.0,2016-05-09 11:32:33.987,0.0000,0,100,0.0000,2016-05-02 13:08:32.153,,,0.0000,0.0000,2,0,,0,,2,11,008-Cancelled/No Selection,4,Closed,0
Becht Engineering,2016-05-02 00:00:00.0,2016-05-31 00:00:00.0,7500.0000,0,100,0.0000,2016-05-02 11:25:29.073,2016-05-05 00:00:00.0,,0.0000,0.0000,1,0,Liberty Corner,35,,2,12481,003-Demo Complete/Evaluating,1,Open,0
BVH Architects,2016-05-02 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-05-02 09:59:02.09,2016-05-17 00:00:00.0,,0.0000,0.0000,1,0,Lincoln,33,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Pepper Construction Upsell,2016-04-07 00:00:00.0,2016-05-31 00:00:00.0,2160.0000,0,100,0.0000,2016-04-29 11:28:37.227,2016-04-06 00:00:00.0,2016-04-14 00:00:00.0,0.0000,0.0000,1,1,Chicago,18,60654,2,12483,005-Contract Out For Signature,5,Pending,0
Blue Holdings Capital,2016-04-27 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-04-27 16:30:01.093,,,0.0000,0.0000,1,0,Atlanta,14,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Brinkmann Constructors Upsell,2016-04-13 00:00:00.0,2016-05-30 00:00:00.0,2280.0000,0,100,0.0000,2016-04-27 12:05:36.633,2016-04-06 00:00:00.0,,0.0000,0.0000,1,1,Chesterfield,28,63005,2,12483,005-Contract Out For Signature,5,Pending,0
IBI Group Corporate eval,2016-04-27 00:00:00.0,2016-07-31 00:00:00.0,0.0000,0,100,0.0000,2016-04-27 11:56:31.843,2016-04-28 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Blink Design Group,2016-04-27 00:00:00.0,2016-12-30 00:00:00.0,5000.0000,0,100,0.0000,2016-04-27 09:11:14.637,2016-05-03 00:00:00.0,,0.0000,0.0000,1,0,Bangkok,,,172,12481,003-Demo Complete/Evaluating,1,Open,0
Metcalfe Architecture & Design,2016-04-27 00:00:00.0,2016-06-30 00:00:00.0,4000.0000,0,100,0.0000,2016-04-26 11:42:33.88,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Talisen Construction Corporation,2016-04-22 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-04-22 11:53:14.4,2016-04-27 00:00:00.0,2016-05-18 00:00:00.0,0.0000,0.0000,1,0,New York,38,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Bunt & Associates,2016-04-22 00:00:00.0,2016-06-30 00:00:00.0,15000.0000,0,100,0.0000,2016-04-22 11:51:22.043,,,0.0000,0.0000,1,0,Vancouver,56,,3,12480,002- Qualified Opp/Demo Set,1,Open,0
Miller Stauch Construction,2016-04-21 00:00:00.0,2016-05-31 00:00:00.0,7380.0000,0,100,0.0000,2016-04-21 16:29:51.393,2016-05-02 00:00:00.0,,0.0000,0.0000,1,0,Kansas City,20,,2,12481,003-Demo Complete/Evaluating,1,Open,0
BNBuilders,2016-04-21 00:00:00.0,2016-05-27 00:00:00.0,0.0000,0,100,0.0000,2016-04-21 15:04:07.09,,,0.0000,0.0000,1,0,Seattle,52,98121,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Moye Consulting,2016-04-28 00:00:00.0,2016-05-31 00:00:00.0,4000.0000,0,100,0.0000,2016-04-21 11:41:03.707,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Crawford Industrial Services,2016-04-21 00:00:00.0,2016-06-30 00:00:00.0,4160.0000,0,100,0.0000,2016-04-21 10:08:17.753,2016-04-28 00:00:00.0,,0.0000,0.0000,1,0,,,,202,12481,003-Demo Complete/Evaluating,1,Open,0
Wieland-Davco Corporation,2016-04-22 00:00:00.0,2016-05-11 00:00:00.0,7700.0000,0,100,0.0000,2016-04-21 09:00:31.073,2016-04-28 00:00:00.0,,0.0000,0.0000,2,0,Lansing,26,48911,2,7,006-Signed MSA,2,Closed/Won,0
Pacheco Koch Upsell,,,540.0000,0,100,0.0000,2016-04-20 17:55:53.84,,,0.0000,0.0000,1,1,Dallas,48,75231,2,12479,001- New Opportunity,1,Open,0
CF Evans Construction,,,0.0000,0,100,0.0000,2016-04-20 13:43:27.107,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
I.C. Thomasson Associates Upsell,2016-04-13 00:00:00.0,2016-05-30 00:00:00.0,300.0000,0,100,0.0000,2016-04-20 11:34:23.74,2016-04-06 00:00:00.0,,0.0000,0.0000,1,1,Nashville,47,37204,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Trehel Corporation,2016-04-20 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-04-20 10:40:15.357,2016-04-28 00:00:00.0,,0.0000,0.0000,1,0,Greenville,45,,2,12481,003-Demo Complete/Evaluating,1,Open,0
KFW Engineers & Surveying,2016-04-19 00:00:00.0,2016-04-21 00:00:00.0,5760.0000,0,100,0.0000,2016-04-20 09:55:09.06,2016-04-01 00:00:00.0,,0.0000,0.0000,2,0,San Antnoio,48,,2,7,006-Signed MSA,2,Closed/Won,0
Beltline,2016-04-18 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,0,100,0.0000,2016-04-20 09:46:37.73,2016-04-22 00:00:00.0,,0.0000,0.0000,1,0,Paducah,21,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
liberty environmental inc,,,0.0000,0,100,0.0000,2016-04-19 14:28:46.923,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
MEDCO Construction,2016-04-26 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-04-18 16:58:04.48,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Moretrench,2016-04-20 00:00:00.0,2016-06-30 00:00:00.0,10000.0000,0,100,0.0000,2016-04-18 12:15:47.98,2016-04-26 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Joe Funk Construction,2016-04-18 00:00:00.0,2016-05-30 00:00:00.0,8000.0000,0,100,0.0000,2016-04-18 12:14:18.897,2016-04-21 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Cardno- Full Roll out,2016-04-01 00:00:00.0,2016-10-01 00:00:00.0,210000.0000,0,100,0.0000,2016-04-18 11:00:34.107,2016-04-06 00:00:00.0,,0.0000,0.0000,1,0,Portland,41,97221,2,12481,003-Demo Complete/Evaluating,1,Open,0
Civil Design & Construction Inc,,,0.0000,0,100,0.0000,2016-04-15 10:54:33.127,,,0.0000,0.0000,1,0,,0,,2,12484,009-Nurture,1,Open,0
"DBS Group, LLC",2016-04-14 00:00:00.0,2016-06-30 00:00:00.0,5080.0000,0,100,0.0000,2016-04-14 13:12:21.02,2016-04-18 00:00:00.0,,0.0000,0.0000,1,0,Onalaska,53,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Sachse Construction Company,2016-04-14 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-04-14 10:22:42.08,2016-05-03 00:00:00.0,,0.0000,0.0000,1,0,Detroit,26,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Berghammer Construction,2016-04-13 00:00:00.0,2016-05-31 00:00:00.0,3500.0000,0,100,0.0000,2016-04-13 15:14:52.44,2016-04-27 00:00:00.0,,0.0000,0.0000,1,0,Butler,53,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Holly and Smith Architects,2016-04-14 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-04-13 14:48:59.2,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Jamail & Smith Construction,,,0.0000,0,100,0.0000,2016-04-13 09:47:07.423,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
TDIndustries Upsell,,2016-05-30 00:00:00.0,3360.0000,0,100,0.0000,2016-04-12 14:34:47.413,,,0.0000,0.0000,1,0,Dallas,48,75234,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Howard Stein Hudson,2016-04-14 00:00:00.0,2016-05-31 00:00:00.0,15000.0000,0,100,0.0000,2016-04-12 09:49:55.457,2016-05-10 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Mullin Landscape Associates,2016-05-04 00:00:00.0,,0.0000,0,100,0.0000,2016-04-11 12:37:44.24,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
Rusk Renovations,2016-04-12 00:00:00.0,2016-05-31 00:00:00.0,4500.0000,0,100,0.0000,2016-04-11 11:35:44.213,2016-04-19 00:00:00.0,,0.0000,0.0000,1,0,New York,38,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Key Glass,2016-04-13 00:00:00.0,2016-05-31 00:00:00.0,0.0000,0,100,0.0000,2016-04-11 10:25:18.783,2016-04-19 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Sellen Construction Upsell,,2016-05-31 00:00:00.0,1440.0000,0,0,0.0000,2016-04-11 09:43:08.31,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
RDH,,,0.0000,0,0,0.0000,2016-04-11 09:32:22.907,,,0.0000,0.0000,1,0,Vancouver,56,,3,12480,002- Qualified Opp/Demo Set,1,Open,0
RMW Architecture Upsell,,2016-05-31 00:00:00.0,1440.0000,0,0,0.0000,2016-04-11 09:27:04.317,,,0.0000,0.0000,1,1,San Francisco,8,94111-5504,2,12479,001- New Opportunity,1,Open,0
Perkowitz + Ruth Upsell,,2016-05-31 00:00:00.0,1440.0000,0,0,0.0000,2016-04-11 09:21:30.28,,,0.0000,0.0000,1,1,Long Beach,8,90802,2,12479,001- New Opportunity,1,Open,0
MAPP Construction Upsell,,2016-05-31 00:00:00.0,2160.0000,0,0,0.0000,2016-04-11 09:18:43.49,,,0.0000,0.0000,1,1,Baton Rouge,22,70801,2,12479,001- New Opportunity,1,Open,0
Harkins Ready Mix,2016-04-11 00:00:00.0,2016-04-29 00:00:00.0,6260.0000,0,100,0.0000,2016-04-08 15:01:08.707,2016-04-13 00:00:00.0,,0.0000,0.0000,2,1,Salisbury,24,21804,2,7,006-Signed MSA,2,Closed/Won,0
Kelley Construction Additional Company,2016-04-08 00:00:00.0,2016-05-30 00:00:00.0,3500.0000,0,0,0.0000,2016-04-08 14:35:04.36,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Architectural Resources Group,2016-04-20 00:00:00.0,2016-05-31 00:00:00.0,7880.0000,0,100,0.0000,2016-04-08 13:44:13.63,2016-04-12 00:00:00.0,,0.0000,0.0000,1,0,San Francisco,8,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Top Gard LLC,2016-04-13 00:00:00.0,2016-05-31 00:00:00.0,5000.0000,0,100,0.0000,2016-04-08 11:27:04.06,2016-04-13 00:00:00.0,,0.0000,0.0000,2,0,Noblesville,19,,2,11,008-Cancelled/No Selection,4,Closed,0
LKPB Engineers,2016-05-09 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-04-07 15:55:54.593,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Mid City Electric,2016-04-06 00:00:00.0,2016-05-30 00:00:00.0,4000.0000,0,0,0.0000,2016-04-06 17:45:47.217,,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
McCree Construction - Led by Blacktip IT,2016-04-06 00:00:00.0,2016-05-30 00:00:00.0,4000.0000,0,0,0.0000,2016-04-06 15:01:09.97,,,0.0000,0.0000,1,0,Orlando,13,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
"LaRosa Building Group, LLC",,,0.0000,0,0,0.0000,2016-04-05 17:38:59.897,,,0.0000,0.0000,1,0,Meriden,10,,2,12481,003-Demo Complete/Evaluating,1,Open,0
"Perez, APC",2016-05-03 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-04-05 17:37:49.407,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Hernandez Consulting,2016-04-05 00:00:00.0,2016-05-30 00:00:00.0,0.0000,0,100,0.0000,2016-04-05 15:16:05.81,2016-04-12 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
Willmeng Construction,2016-04-06 00:00:00.0,,0.0000,0,0,0.0000,2016-04-05 11:20:28.123,,,0.0000,0.0000,1,0,Phoenix,7,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
HMMH,2016-04-07 00:00:00.0,2016-06-30 00:00:00.0,0.0000,0,100,0.0000,2016-04-05 09:37:38.627,2016-06-09 00:00:00.0,,0.0000,0.0000,1,0,Burlington,23,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Safetyline Jalousie,,,0.0000,0,0,0.0000,2016-04-05 09:28:46.77,,,0.0000,0.0000,1,0,,0,,12,12480,002- Qualified Opp/Demo Set,1,Open,0
Rotolo Consultants Inc,2016-04-08 00:00:00.0,2016-06-30 00:00:00.0,5000.0000,0,100,0.0000,2016-04-04 17:27:42.693,2016-04-11 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12481,003-Demo Complete/Evaluating,1,Open,0
FCI Constructors Upsell,,2016-05-31 00:00:00.0,2160.0000,0,0,0.0000,2016-04-04 16:39:01.513,,,0.0000,0.0000,1,1,Grand Junction,9,81504,2,12479,001- New Opportunity,1,Open,0
Corval Group Upsell,,2016-05-31 00:00:00.0,540.0000,0,0,0.0000,2016-04-04 16:36:46.09,,,0.0000,0.0000,1,1,St. Paul,27,55108,2,12479,001- New Opportunity,1,Open,0
"Southern Earth Sciences, Inc.",2016-04-05 00:00:00.0,2016-05-31 00:00:00.0,6800.0000,0,100,0.0000,2016-04-04 15:37:26.427,2016-04-12 00:00:00.0,,0.0000,0.0000,1,0,,0,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
BluSky Restoration,,2016-05-30 00:00:00.0,16190.0000,90,0,0.0000,2016-04-04 13:21:52.983,,,0.0000,0.0000,1,1,Centennial,9,80112,2,12483,005-Contract Out For Signature,5,Pending,0
"GTS Technologies, Inc.",2016-04-07 00:00:00.0,,0.0000,0,0,0.0000,2016-04-04 09:08:10.723,,,0.0000,0.0000,1,0,,0,,2,12480,002- Qualified Opp/Demo Set,1,Open,0
Sampson Construction,2016-04-05 00:00:00.0,2016-05-31 00:00:00.0,3440.0000,0,100,0.0000,2016-04-01 15:53:21.433,2016-04-14 00:00:00.0,,0.0000,0.0000,1,0,Fort Collins,9,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Palmisano Contractors,2016-04-01 00:00:00.0,2016-04-08 00:00:00.0,3800.0000,100,0,0.0000,2016-04-01 13:39:16.823,2016-04-07 00:00:00.0,,0.0000,0.0000,2,0,New Orleans,22,,2,7,006-Signed MSA,2,Closed/Won,0
Patriquin Architects,2016-04-01 00:00:00.0,2016-06-30 00:00:00.0,4160.0000,80,0,0.0000,2016-03-31 17:27:21.563,2016-04-01 00:00:00.0,,0.0000,0.0000,1,0,New Haven,10,,2,12482,004-Proposal Sent/Reference Checks,1,Open,0
Keystone Construction Corp.,,,0.0000,0,0,0.0000,2016-03-31 15:03:24.64,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
KieranTimberlake,,,0.0000,0,0,0.0000,2016-03-31 15:00:25.547,,,0.0000,0.0000,1,0,,0,,2,12479,001- New Opportunity,1,Open,0
